file,class,method,variable,usage
C:\Users\dtiDigital\Documents\GitHub\Lab2-Medicao\repos\GrowingGit\GitHub-Chinese-Top-Charts\content\scripts\test.java,Test,main/1[java.lang.String[]],args,0
